Original	Verf�lschte	DL	L	1,1,1	1,3,3	1,10,10	1,300,300	1,1000,1000
Döring@Baumer_Optronic_GmbH.de	 Döring@Baumr_Optronic_GmbHde	0.06666666666666667	0.06666666666666667	0.49268122366124684	0.47642650333552455	0.450341897530696	0.4323635977240354	0.432335171393991
Seiffert@Baxter_Deutschland_GmbH.de	 Seiffert@Baxtr_Deutschland_GmbHde	0.05714285714285714	0.05714285714285714	0.4975703040667748	0.47733489311544214	0.45038452864610223	0.43236180412299113	0.4323350096560485
Strigl@Bayerisches_Landesamt_für_Statistik.de	 Strigl@Bayeisches_Landesamt_für_Statistikde	0.044444444444444446	0.044444444444444446	0.5765242945113317	0.5354055075000829	0.4805814581397298	0.43243858521457973	0.4323419274642376
Schönfeld@Bayerisches_Landesamt_für_Statistik.de	 Schönfeld@Bayeisches_Landesamt_für_Statistikde	0.041666666666666664	0.041666666666666664	0.563476847559356	0.5255552039704074	0.47592368240463717	0.43242831799927767	0.43234100257606484
Ellermann@Beiersdorf_AG.de	 Ellermann@Beiesdorf_AGde	0.07692307692307693	0.07692307692307693	0.4738766721514353	0.4525230964055742	0.43555781115332864	0.43233620815043067	0.43233270488651143
Burmeister@Berlin_Institute_of_Technology.de	 Burmeister@Berln_Institute_of_Technologyde	0.045454545454545456	0.045454545454545456	0.5246666262637187	0.49005382579870965	0.4500078563509082	0.4323586192294144	0.4323347226547207
Prox@Berliner_Verkehrsbetriebe_(BVG).de	 Prox@Berlner_Verkehrsbetriebe_(BVG)de	0.05128205128205128	0.05128205128205128	0.5744509305615606	0.5172046227370832	0.46435753807904534	0.43239181033546087	0.4323377123517845
Stoffels@Berliner_Verkehrsbetriebe_(BVG).de	 Stoffels@Berlner_Verkehrsbetriebe_(BVG)de	0.046511627906976744	0.046511627906976744	0.5552526420644881	0.5048859070665747	0.4596365972035287	0.43238302884860613	0.43233692152993625
Seifert@Bertrandt_Services_GmbH.de	 Seifert@Bertandt_Services_GmbHde	0.058823529411764705	0.058823529411764705	0.5127018475192079	0.4953454484790339	0.4527580266360301	0.4323635955732694	0.4323351707779106
Smischek@Beta_Systems_Software_AG.de	 Smischek@BetaSystems_Software_AGde	0.05555555555555555	0.05555555555555555	0.5253661816598916	0.5021683721710074	0.4496010090241187	0.4323547155181023	0.4323343708494945
Schindler@Beta_Systems_Software_AG.de	 Schindler@BetaSystems_Software_AGde	0.05405405405405406	0.05405405405405406	0.5211160798799146	0.49899108363669376	0.44881580047106434	0.4323536989840047	0.4323342793466291
Paffrath@Bewotec_GmbH.de	 Paffrath@Bewoec_GmbHde	0.08333333333333333	0.08333333333333333	0.4605716527034895	0.4494929769565133	0.43610064119944636	0.4323370581994845	0.4323327814159036
Bronninger@BMW_AG.de	 Bronninger@BMW_Gde	0.1	0.1	0.44638483482052815	0.43426237734930917	0.43251048412481213	0.4323325567938409	0.43233237623883203
Quassowski@BMW_AG.de	 Quassowski@BMW_Gde	0.1	0.1	0.44462827526567383	0.4340211249783572	0.4324882184069223	0.4323325319923225	0.4323323740066897
Teichmann@BRANDAD_Systems_AG.de	 Teichmann@BRANAD_Systems_AGde	0.06451612903225806	0.06451612903225806	0.49868449014340754	0.4744540375091386	0.44278510804024973	0.43234606078902926	0.4323335918160429
Lewerenz@Brandenburgische_Technische_Universität.de	 Lewerenz@Branenburgische_Technische_Universitätde	0.0392156862745098	0.0392156862745098	0.5832971207804947	0.5511367154455802	0.47608806718527596	0.4324420188127099	0.43234224371188107
Sarnowski@BROCKHAUS_AG.de	 Sarnowski@BROCHAUS_AGde	0.08	0.08	0.4587134842076549	0.4399814426873847	0.43315843997269915	0.4323332939327217	0.43233244258292086
Petermann@Bruker_Optik_GmbH.de	 Petermann@Brukr_Optik_GmbHde	0.06666666666666667	0.06666666666666667	0.47267377218072415	0.45957707458179864	0.4425877497322923	0.4323483557539423	0.43233379868751803
Holtzmann@BSS_Beiersdorf_Shared_Services_GmbH.de	 Holtzmann@BSS_eiersdorf_Shared_Services_GmbHde	0.041666666666666664	0.041666666666666664	0.561458246014198	0.5299012575503553	0.4683525851933001	0.4323967999639823	0.43233816160832694
Meissl@BT_(Germany)_GmbH_&_Co._oHG.de	 Meissl@BT_(ermany)_GmbH_&_Co_oHG.de	0.05405405405405406	0.05405405405405406	0.5394584675123052	0.5024113197294401	0.4571223328234761	0.4323819976856535	0.4323368296075065
Winkelhöfer@Bundesdruckerei.de	 Winkelhöfer@Bundsdruckereide	0.06666666666666667	0.06666666666666667	0.4922890608007596	0.4643569000127896	0.4386182916772915	0.43234015967548173	0.43233306057952553
Pletat@Bundesministerium_für_Gesundheit.de	 Pletat@Bundsministerium_für_Gesundheitde	0.047619047619047616	0.047619047619047616	0.579403388472995	0.5419963620420256	0.4746736287734104	0.43240601451597516	0.43233899105871276
Bach@BVG_-_Anstalt_öffentlichen_Rechts.de	 Bach@BVG__Anstalt_öffentlichen_Rechtsde	0.04878048780487805	0.04878048780487805	0.5807046110628695	0.5493534120614919	0.4703144425403934	0.4324005005678457	0.43233849545807645
Pörschke@BVV_a.G..de	 Pörschke@BVV_G..de	0.05	0.1	0.44462827526567383	0.4340211249783572	0.4324882184069223	0.4323325319923225	0.4323323740066897
Endres@Cassini_Consulting_Frankfurt_GmbH.de	 Endres@Cassni_Consulting_Frankfurt_GmbHde	0.046511627906976744	0.046511627906976744	0.5484407066632644	0.5228310862336202	0.460419511685085	0.43237193646058875	0.43233592133153825
Hatebur@CAT.de	 Hatebur@CATde	0.07142857142857142	0.07142857142857142	0.20567715515021434	0.1979628640321659	0.19684802288930414	0.1967347964059588	0.19673468150731682
W. Luellemann@CAT.de	 W. Luellemann@CATde	0.05	0.05	0.20430138822613264	0.19777391112624548	0.19683058400536246	0.19673477698099334	0.1967346797590655
Lips@cirosec_GmbH.de	 Lips@ciroec_GmbHde	0.1	0.1	0.4673555479924262	0.4552545675097997	0.43742675162869804	0.4323387180189842	0.4323329308180506
Ruch@Coca_Cola_CCEAG.de	 Ruch@CocaCola_CCEAGde	0.08695652173913043	0.08695652173913043	0.48591443059936534	0.45706036763500313	0.435481249705566	0.4323359907077903	0.43233268530353497
Podebrad@Commerzbank_AG.de	 Podebrad@Commrzbank_AGde	0.07692307692307693	0.07692307692307693	0.4612949419323405	0.45062335964269934	0.4390460407450451	0.4323417886800415	0.4323332073191901
Witte@conceptq_GmbH.de	 Witte@concptq_GmbHde	0.09090909090909091	0.09090909090909091	0.4647383193705378	0.45452368167224205	0.4394170332772593	0.43234189467087397	0.43233321682048664
Lindner@Continental_VDO_Automotive.de	 Lindner@Contnental_VDO_Automotivede	0.05405405405405406	0.05405405405405406	0.5179400613107408	0.480901496964741	0.4567762349513277	0.43238209538314065	0.4323368379699835
Tursch@Condato_GmbH.de	 Tursch@Condto_GmbHde	0.09090909090909091	0.09090909090909091	0.4439049860372044	0.4339217857667888	0.43247905017014415	0.4323325217799326	0.43233237308757233
Benner@Continental_Teves_AG_&_Co._oHG.de	 Benner@Contnental_Teves_AG_&_Co_oHG.de	0.05	0.05	0.5328182718382501	0.48369904217941384	0.44697433323745844	0.43235489844463243	0.4323343877668174
Kolodziejczak@Continental_Automotive_Systems_Electric.de	 Kolodziejczak@Contnental_Automotive_Systems_Electricde	0.03571428571428571	0.03571428571428571	0.5549006793570745	0.5230782768820408	0.467035160751953	0.43239419907826776	0.4323379273880002
Oehlen@ConVista_Consulting_AG.de	 Oehlen@ConVsta_Consulting_AGde	0.0625	0.0625	0.5174343427742167	0.5012993920471893	0.4531184437374692	0.4323607827974826	0.43233491714886374
Kemper@ConVista_Consulting_AG.de	 Kemper@ConVsta_Consulting_AGde	0.0625	0.0625	0.5156984486258901	0.5010609779394251	0.45309643996920157	0.4323607582877468	0.43233491494298193
Heimbach@Cooper_Standard_Automotive.de	 Heimbach@Coopr_Standard_Automotivede	0.05263157894736842	0.05263157894736842	0.5312822221794241	0.4941031100218508	0.4557588184825637	0.4323749512605162	0.43233619421171676
Findeisen@Coperion_Werner_&_Pfleiderer.de	 Findeisen@Copeion_Werner_&_Pfleidererde	0.04878048780487805	0.04878048780487805	0.5449592746809927	0.4926132087674324	0.4489547895723656	0.4323578085628466	0.4323346497813611
Burkhardt@Coperion_Werner_&_Pfleiderer.de	 Burkhardt@Copeion_Werner_&_Pfleidererde	0.04878048780487805	0.04878048780487805	0.5420316754229022	0.4922111214825125	0.4489176800425493	0.4323577672269826	0.43233464606112393
Willig@Critical_Systems.de	 Willig@Critcal_Systemsde	0.07692307692307693	0.07692307692307693	0.4799458111035938	0.44807360141719177	0.434059736912883	0.4323343176619661	0.43233253472061384
Bornheim@Cross_Match_Technologies_GmbH.de	 Bornheim@Cros_Match_Technologies_GmbHde	0.04878048780487805	0.04878048780487805	0.5272710928280591	0.5007406914504242	0.45613855284327665	0.4323728302391201	0.4323360027629927
Rodrigo@Csecure_AG.de	 Rodrigo@Csecre_AGde	0.09523809523809523	0.09523809523809523	0.4653169469996655	0.44492669230204684	0.43389710849100493	0.4323341592873564	0.4323325204690295
Krieger@Daimler_Financial_Services_AG.de	 Krieger@Daimer_Financial_Services_AGde	0.05	0.05	0.5577218429553767	0.5265022847910096	0.4632016912053707	0.4323770074933384	0.4323363779718238
Leutnant@Daimler_AG.de	 Leutnant@Daimer_AGde	0.09090909090909091	0.09090909090909091	0.46305143937630866	0.44677317386968757	0.43446886908173554	0.43233487144791216	0.4323325845708633
Heger@Daimler_AG.de	 Heger@Daimer_AGde	0.10526315789473684	0.10526315789473684	0.46956016992172617	0.45022254282771806	0.43498815294481946	0.43233548318012116	0.43233263963006086
Dombrowski@Daimler_AG.de	 Dombrowski@Daimer_AGde	0.08333333333333333	0.08333333333333333	0.4593341028148919	0.44506006308457347	0.43421620513361947	0.43233457433415007	0.43233255782907026
Hüttel@Daimler_AG.de	 Hüttel@Daimer_AGde	0.1	0.1	0.46561553238489023	0.44869791179589963	0.43477015907510835	0.4323352275485385	0.43233261662194505
Burchardt@Daimler_AG.de	 Burchardt@Daimer_AGde	0.08695652173913043	0.08695652173913043	0.46025321703671807	0.44574999671621196	0.434324204304038	0.43233470198051427	0.43233256931796904
Boll@Daimler_AG.de	 Boll@Daimer_AGde	0.1111111111111111	0.1111111111111111	0.4701929825772021	0.45147101742006135	0.4351947110463112	0.43233572840277457	0.4323326617015916
Jung@Daimler_AG.de	 Jung@Daimer_AGde	0.1111111111111111	0.1111111111111111	0.4691120228511379	0.4513225544225524	0.4351810090660713	0.43233571314030167	0.4323326603279656
Huettenberger@Daimler_AG.de	 Huettenberger@Daimer_AGde	0.07407407407407407	0.07407407407407407	0.4571282286825092	0.443404222368641	0.4339570071246149	0.43233426798287594	0.43233253025571317
Biber@Daimler_AG.de	 Biber@Daimer_AGde	0.10526315789473684	0.10526315789473684	0.46956016992172617	0.45022254282771806	0.43498815294481946	0.43233548318012116	0.43233263963006086
Stumböck@Daimler_AG.de	 Stumböck@Daimer_AGde	0.09090909090909091	0.09090909090909091	0.4599286668343454	0.446344280765773	0.43442928558326477	0.43233482735632384	0.4323325806026103
Bangel@DB_Systel_GmbH.de	 Bangel@DB_Sstel_GmbHde	0.08333333333333333	0.08333333333333333	0.4646787722882681	0.4521004684832015	0.436677367955235	0.43233777789661665	0.4323328461964307
Mairose@DB_Vertrieb_GmbH.de	 Mairose@DB_Vrtrieb_GmbHde	0.07407407407407407	0.07407407407407407	0.4943639352818257	0.46300155221742906	0.4375348236178887	0.4323386588217585	0.4323329254722431
Rappold@DB_Vertrieb_GmbH.de	 Rappold@DB_Vrtrieb_GmbHde	0.07407407407407407	0.07407407407407407	0.4936406460533563	0.4629022130058606	0.43752565538111055	0.43233864860936855	0.43233292455312566
Herold@Deutsche_Bahn_AG.de	 Herold@Deutche_Bahn_AGde	0.07692307692307693	0.07692307692307693	0.4938938039496077	0.4700328928075785	0.44059222510961504	0.4323429829239653	0.43233331473950376
Brunow@Deutsche_Bahn_AG.de	 Brunow@Deutche_Bahn_AGde	0.07692307692307693	0.07692307692307693	0.4938938039496077	0.4700328928075785	0.44059222510961504	0.4323429829239653	0.43233331473950376
Schön@Deutsche_Bank_AG.de	 Schön@Deutche_Bank_AGde	0.08	0.08	0.4830833625228296	0.46436302330440665	0.44037104230605484	0.4323428932173912	0.4323333066826106
Pazelt@Deutsche_Rentenversicherung_Bund.de	 Pazelt@Deutche_Rentenversicherung_Bundde	0.047619047619047616	0.047619047619047616	0.5667800223378723	0.521352524964297	0.46835370597972936	0.4323933180161601	0.43233784746480897
Herrmann@Deutsche_Rentenversicherung_Bund.de	 Herrmann@Deutche_Rentenversicherung_Bundde	0.045454545454545456	0.045454545454545456	0.5592791354552149	0.5154564890468551	0.4658919285091698	0.43238913891401165	0.43233747115831
Böttcher@Deutsches_Patent-_und_Markenamt.de	 Böttcher@Deutches_Patent-_und_Markenamtde	0.046511627906976744	0.046511627906976744	0.5615920771594802	0.5219803231267724	0.4594682602944133	0.4323717406183712	0.43233590384220927
Römer@DFS_Deutsche_Flugsicherung_GmbH.de	 Römer@DFS_eutsche_Flugsicherung_GmbHde	0.05	0.05	0.5617343893874727	0.5475871705037404	0.4695985255656078	0.4323839460956682	0.43233700238250683
Ludwig@DHC_Dr._Herterich_&_Consutants_GmbH.de	 Ludwig@DHC_r_Herterich_&_Consutants_GmbH.de	0.044444444444444446	0.044444444444444446	0.5432792216591603	0.508598417927401	0.4739182250975989	0.43245230955758174	0.4323431688180147
Troupeau@DHL_Global_Forwarding_UK.de	 Troupeau@DHL_lobal_Forwarding_UKde	0.05555555555555555	0.05555555555555555	0.515338491427778	0.48454391218378157	0.44375999464863125	0.43234707803563943	0.4323336833608877
Schaser@DHL_Hub_Leipzig_GmbH.de	 Schaser@DHL_ub_Leipzig_GmbHde	0.06451612903225806	0.06451612903225806	0.5108268500110718	0.49120997985661535	0.45704919001968247	0.43237038348108453	0.4323357818710771
Schramm@Dilax_Intelcom_GmbH.de	 Schramm@Dila_Intelcom_GmbHde	0.06666666666666667	0.06666666666666667	0.48744720090447313	0.46761121474847633	0.4431998843965503	0.43234708451123705	0.432333684012023
Vorbrodt@DIN_e.V..de	 Vorbrodt@DIN_V..de	0.05	0.1	0.4643466726234396	0.4437854176380703	0.43374147883637404	0.4323339786896945	0.4323325042145218
Neske@discount24_GmbH_&_Co._KG.de	 Neske@discunt24_GmbH_&_Co_KG.de	0.06060606060606061	0.06060606060606061	0.5174994347004401	0.4783535018081987	0.4492163415378051	0.4323587117107376	0.4323347310862795
Lungwitz@DKB_Grundbesitzvermittlung_GmbH.de	 Lungwitz@DKB_rundbesitzvermittlung_GmbHde	0.046511627906976744	0.046511627906976744	0.5479382865320208	0.5343339419276493	0.49025384137624206	0.432458713385669	0.4323437401065758
Brückner@diconium_digital_solutions_GmbH.de	 Brückner@dicoium_digital_solutions_GmbHde	0.046511627906976744	0.046511627906976744	0.556345948400404	0.529969019738779	0.4757943726403412	0.43242099461362504	0.43234034189033205
Elsässer@diconium_digital_solutions_GmbH.de	 Elsässer@dicoium_digital_solutions_GmbHde	0.046511627906976744	0.046511627906976744	0.5568143642816985	0.5300333537043661	0.4758003101651118	0.4324210012273633	0.43234034248556996
Nolte@dSPACE_GmbH.de	 Nolte@dSPAE_GmbHde	0.1	0.1	0.4439049860372044	0.4339217857667888	0.43247905017014415	0.4323325217799326	0.43233237308757233
Schuengel@Earth_Television_Technology_GmbH.de	 Schuengel@Eart_Television_Technology_GmbHde	0.044444444444444446	0.044444444444444446	0.535963678731528	0.5151638204628032	0.46697652962083513	0.4323868910155768	0.43233726824411806
Wasserer-Foerg@edcom_Software_&_Consulting_GmbH.de	 Wasserer-Foerg@edco_Software_&_Consulting_GmbHde	0.04	0.04	0.5068991255283081	0.4939384679908536	0.4639864406408356	0.43240165423612875	0.43233860081895803
Wodrich@Elan_Computing_(Deutschland)_GmbH.de	 Wodrich@ElanComputing_(Deutschland)_GmbHde	0.045454545454545456	0.045454545454545456	0.5361241347490742	0.5263167351768785	0.47722871574111275	0.43241825868094114	0.4323400948984067
Zeiner@Elektroschaltanlagen_Grimma_GmbH.de	 Zeiner@Elekroschaltanlagen_Grimma_GmbHde	0.047619047619047616	0.047619047619047616	0.553698008006998	0.5110461233496565	0.45777914194464925	0.4323727564153843	0.4323359957307116
Mockel@EnBW_Systeme_Infrastruktur_Support.de	 Mockel@EnBWSysteme_Infrastruktur_Supportde	0.045454545454545456	0.045454545454545456	0.5637236544026252	0.5243254648765717	0.4706388031497486	0.4324122952849168	0.43233955894252996
Fedkte@Engel_&_Völkers.de	 Fedkte@Enge_&_Völkersde	0.08	0.08	0.48433421888393974	0.453990419355079	0.43526310401341606	0.43233577255122946	0.4323326656718835
Billens@ERGO_Versicherung.de	 Billens@ERGOVersicherungde	0.07142857142857142	0.07142857142857142	0.490779811350337	0.469108400980353	0.43798700786149125	0.4323390317445079	0.4323329590214102
Bültner@Ericsson_Telekommunikation.de	 Bültner@Ericson_Telekommunikationde	0.05405405405405406	0.05405405405405406	0.5229298615883744	0.5000166210464677	0.45362585358672525	0.4323631708383653	0.43233513232756005
Lifka@Ericsson_Telekommunikation.de	 Lifka@Ericson_Telekommunikationde	0.05714285714285714	0.05714285714285714	0.5311473041031634	0.5064063079971091	0.4556485971559521	0.43236609955652355	0.43233539599074206
Amberg@Ericsson_Telekommunikation.de	 Amberg@Ericson_Telekommunikationde	0.05555555555555555	0.05555555555555555	0.5265772728103439	0.5030285366567168	0.45458777379842846	0.4323645647591947	0.43233525781792254
Witting@Ericsson_Telekommunikation.de	 Witting@Ericson_Telekommunikationde	0.05405405405405406	0.05405405405405406	0.5229298615883744	0.5000166210464677	0.45362585358672525	0.4323631708383653	0.43233513232756005
Fornhoff@Ericsson_Telekommunikation.de	 Fornhoff@Ericson_Telekommunikationde	0.05263157894736842	0.05263157894736842	0.519586401301569	0.49725569840373945	0.45274409339266397	0.432361893077605	0.43233501729472773
Alchimov@Ericsson_Telekommunikation.de	 Alchimov@Ericson_Telekommunikationde	0.05263157894736842	0.05263157894736842	0.519586401301569	0.49725569840373945	0.45274409339266397	0.432361893077605	0.43233501729472773
Adler@Ericsson_Telekommunikation.de	 Adler@Ericson_Telekommunikationde	0.05714285714285714	0.05714285714285714	0.5317902278618029	0.5064946095185032	0.45565674669975487	0.4323661086342035	0.43233539680773536
Sievers@eSailors_IT_Solutions_GmbH.de	 Sievers@eSaiors_IT_Solutions_GmbHde	0.05405405405405406	0.05405405405405406	0.5198490417328426	0.49559485028224043	0.4521119584606733	0.43235990944462455	0.4323348385847655
Benfeldt@Euler_Hermes_Kreditversicherungs-AG.de	 Benfeldt@Eule_Hermes_Kreditversicherungs-AGde	0.0425531914893617	0.0425531914893617	0.5649611814051593	0.5269434765744756	0.4576197103433639	0.4323714546523168	0.4323358785273272
Hessberger@Faurecia_-_GIS_-_IT_Infrastruc.de	 Hessberger@Faurcia_-_GIS_-_IT_Infrastrucde	0.045454545454545456	0.045454545454545456	0.5311667931280459	0.48599163028064263	0.4597753392692697	0.43241110172925395	0.43233945467410795
Bork@Festo_AG_&_Co.KG.de	 Bork@Fest_AG_&_CoKG.de	0.08333333333333333	0.08333333333333333	0.5054883316337613	0.46912578910196584	0.43935157871783465	0.4323409569628226	0.43233313233228354
Gebhardt@FH_Aachen.de	 Gebhardt@FH_Achende	0.09523809523809523	0.09523809523809523	0.46079591343325127	0.43758342063402905	0.4328405062363662	0.4323329271600961	0.43233240957213204
Schlingloff@FhG-FIRST.de	 Schlingloff@FhG-IRSTde	0.08333333333333333	0.08333333333333333	0.44462827526567383	0.4340211249783572	0.4324882184069223	0.4323325319923225	0.4323323740066897
Taphorn@Finanzinformatik_Hannover.de	 Taphorn@Finazinformatik_Hannoverde	0.05555555555555555	0.05555555555555555	0.5233730825982162	0.49432102101248593	0.4545267934962207	0.4323651073367955	0.4323353067037642
Heidemann@Finanzinformatik_Hannover.de	 Heidemann@Finazinformatik_Hannoverde	0.05263157894736842	0.05263157894736842	0.517049830676886	0.48914953672804606	0.452617039312208	0.43236228209842825	0.4323350523526544
Fladrich@Fladrich_Consulting.de	 Fladrich@Fladich_Consultingde	0.06451612903225806	0.06451612903225806	0.47451200404960914	0.4611269509810701	0.4404548449654472	0.432343360835181	0.43233334881232743
