Original	Verf?schte	DL	L	1,1,1(Length,Distribution,Order)	1,3,3	1,10,10	1,300,300	1,1000,1000	10,10,10	10,10,3	10,3,10	3,10,10	10,3,3	3,10,3	3,3,10	10,3,1	10,1,3	3,10,1	3,1,10	1,10,3	1,3,10	10,1,10	10,10,1	10,10,10	1,10,1	10,1,1	1,1,10	3,3,1	3,1,3	1,3,3	3,1,1	3,3,3	1,1,3	1,3,1
Ruckel@Aareon_AG.de	 Rukcel@Aareon_AG.de	0.05263157894736842	0.10526315789473684	0.005464851948435647	7.505629318504803E-4	6.927112232385666E-5	7.716027949294318E-8	6.9444427076076956E-9	6.927112232385666E-5	7.505629318504803E-4	6.927112232385666E-5	6.927112232385666E-5	7.505629318504803E-4	7.505629318504803E-4	6.927112232385666E-5	0.005464851948435647	7.505629318504803E-4	0.005464851948435647	6.927112232385666E-5	7.505629318504803E-4	6.927112232385666E-5	6.927112232385666E-5	0.005464851948435647	6.927112232385666E-5	0.005464851948435647	0.005464851948435647	6.927112232385666E-5	0.005464851948435647	7.505629318504803E-4	7.505629318504803E-4	0.005464851948435647	7.505629318504803E-4	7.505629318504803E-4	7.505629318504803E-4
Krusemarck@Aareon_AG.de	 Krsuemarck@Aareon_AG.de	0.043478260869565216	0.08695652173913043	0.004471242503265529	6.140969442413022E-4	5.667637281042818E-5	6.31311377669535E-8	5.681816760769933E-9	5.667637281042818E-5	6.140969442413022E-4	5.667637281042818E-5	5.667637281042818E-5	6.140969442413022E-4	6.140969442413022E-4	5.667637281042818E-5	0.004471242503265529	6.140969442413022E-4	0.004471242503265529	5.667637281042818E-5	6.140969442413022E-4	5.667637281042818E-5	5.667637281042818E-5	0.004471242503265529	5.667637281042818E-5	0.004471242503265529	0.004471242503265529	5.667637281042818E-5	0.004471242503265529	6.140969442413022E-4	6.140969442413022E-4	0.004471242503265529	6.140969442413022E-4	6.140969442413022E-4	6.140969442413022E-4
Heise@AIRBUS_S.A.S..de	 Hesie@AIRBUS_S.A.S..de	0.045454545454545456	0.09090909090909091	0.00468415881294484	6.433396558718403E-4	5.937524770616286E-5	6.613738242252272E-8	5.9523794636637394E-9	5.937524770616286E-5	6.433396558718403E-4	5.937524770616286E-5	5.937524770616286E-5	6.433396558718403E-4	6.433396558718403E-4	5.937524770616286E-5	0.00468415881294484	6.433396558718403E-4	0.00468415881294484	5.937524770616286E-5	6.433396558718403E-4	5.937524770616286E-5	5.937524770616286E-5	0.00468415881294484	5.937524770616286E-5	0.00468415881294484	0.00468415881294484	5.937524770616286E-5	0.00468415881294484	6.433396558718403E-4	6.433396558718403E-4	0.00468415881294484	6.433396558718403E-4	6.433396558718403E-4	6.433396558718403E-4
Dreher@AIRBUS_S.A.S..de	 Drheer@AIRBUS_S.A.S..de	0.043478260869565216	0.08695652173913043	0.008553681310594925	0.0011747941542007518	1.0842436537647131E-4	1.2077261138025888E-7	1.086956249886422E-8	1.0842436537647131E-4	0.0011747941542007518	1.0842436537647131E-4	1.0842436537647131E-4	0.0011747941542007518	0.0011747941542007518	1.0842436537647131E-4	0.008553681310594925	0.0011747941542007518	0.008553681310594925	1.0842436537647131E-4	0.0011747941542007518	1.0842436537647131E-4	1.0842436537647131E-4	0.008553681310594925	1.0842436537647131E-4	0.008553681310594925	0.008553681310594925	1.0842436537647131E-4	0.008553681310594925	0.0011747941542007518	0.0011747941542007518	0.008553681310594925	0.0011747941542007518	0.0011747941542007518	0.0011747941542007518
Wilharm@AIRBUS_S.A.S..de	 Wihlarm@AIRBUS_S.A.S..de	0.041666666666666664	0.08333333333333333	0.004276840655297463	5.873970771003759E-4	5.4212182688235655E-5	6.038630569012944E-8	5.43478124943211E-9	5.4212182688235655E-5	5.873970771003759E-4	5.4212182688235655E-5	5.4212182688235655E-5	5.873970771003759E-4	5.873970771003759E-4	5.4212182688235655E-5	0.004276840655297463	5.873970771003759E-4	0.004276840655297463	5.4212182688235655E-5	5.873970771003759E-4	5.4212182688235655E-5	5.4212182688235655E-5	0.004276840655297463	5.4212182688235655E-5	0.004276840655297463	0.004276840655297463	5.4212182688235655E-5	0.004276840655297463	5.873970771003759E-4	5.873970771003759E-4	0.004276840655297463	5.873970771003759E-4	5.873970771003759E-4	5.873970771003759E-4
Zintzen@Aixtron_AG.de	 Zitnzen@Aixtron_AG.de	0.047619047619047616	0.09523809523809523	0.016456670758918147	0.00532749846881668	5.83214749693068E-4	6.613605969567404E-7	5.9523687500115516E-8	5.83214749693068E-4	0.00532749846881668	5.83214749693068E-4	5.83214749693068E-4	0.00532749846881668	0.00532749846881668	5.83214749693068E-4	0.016456670758918147	0.00532749846881668	0.016456670758918147	5.83214749693068E-4	0.00532749846881668	5.83214749693068E-4	5.83214749693068E-4	0.016456670758918147	5.83214749693068E-4	0.016456670758918147	0.016456670758918147	5.83214749693068E-4	0.016456670758918147	0.00532749846881668	0.00532749846881668	0.016456670758918147	0.00532749846881668	0.00532749846881668	0.00532749846881668
Schapdick@Aixtron_AG.de	 Scahpdick@Aixtron_AG.de	0.043478260869565216	0.08695652173913043	0.004471242503265529	6.140969442413022E-4	5.667637281042818E-5	6.31311377669535E-8	5.681816760769933E-9	5.667637281042818E-5	6.140969442413022E-4	5.667637281042818E-5	5.667637281042818E-5	6.140969442413022E-4	6.140969442413022E-4	5.667637281042818E-5	0.004471242503265529	6.140969442413022E-4	0.004471242503265529	5.667637281042818E-5	6.140969442413022E-4	5.667637281042818E-5	5.667637281042818E-5	0.004471242503265529	5.667637281042818E-5	0.004471242503265529	0.004471242503265529	5.667637281042818E-5	0.004471242503265529	6.140969442413022E-4	6.140969442413022E-4	0.004471242503265529	6.140969442413022E-4	6.140969442413022E-4	6.140969442413022E-4
Beckmann@Allianz_Global_Investors.de	 Bekcmann@Allianz_Global_Investors.de	0.027777777777777776	0.05555555555555555	0.002810495287766904	3.860037935231042E-4	3.562514862369771E-5	3.9682429453513635E-8	3.5714276781982434E-9	3.562514862369771E-5	3.860037935231042E-4	3.562514862369771E-5	3.562514862369771E-5	3.860037935231042E-4	3.860037935231042E-4	3.562514862369771E-5	0.002810495287766904	3.860037935231042E-4	0.002810495287766904	3.562514862369771E-5	3.860037935231042E-4	3.562514862369771E-5	3.562514862369771E-5	0.002810495287766904	3.562514862369771E-5	0.002810495287766904	0.002810495287766904	3.562514862369771E-5	0.002810495287766904	3.860037935231042E-4	3.860037935231042E-4	0.002810495287766904	3.860037935231042E-4	3.860037935231042E-4	3.860037935231042E-4
U. Berquet@Amway_GmbH.de	 U.B erquet@Amway_GmbH.de	0.041666666666666664	0.08333333333333333	0.004276840655297463	5.873970771003759E-4	5.4212182688235655E-5	6.038630569012944E-8	5.43478124943211E-9	5.4212182688235655E-5	5.873970771003759E-4	5.4212182688235655E-5	5.4212182688235655E-5	5.873970771003759E-4	5.873970771003759E-4	5.4212182688235655E-5	0.004276840655297463	5.873970771003759E-4	0.004276840655297463	5.4212182688235655E-5	5.873970771003759E-4	5.4212182688235655E-5	5.4212182688235655E-5	0.004276840655297463	5.4212182688235655E-5	0.004276840655297463	0.004276840655297463	5.4212182688235655E-5	0.004276840655297463	5.873970771003759E-4	5.873970771003759E-4	0.004276840655297463	5.873970771003759E-4	5.873970771003759E-4	5.873970771003759E-4
Lachermeier-Seifert@Amway_GmbH.de	 Lahcermeier-Seifert@Amway_GmbH.de	0.030303030303030304	0.06060606060606061	0.0030739792209950514	4.2219164916589523E-4	3.896500630716938E-5	4.340265721478054E-8	3.906249023029329E-9	3.896500630716938E-5	4.2219164916589523E-4	3.896500630716938E-5	3.896500630716938E-5	4.2219164916589523E-4	4.2219164916589523E-4	3.896500630716938E-5	0.0030739792209950514	4.2219164916589523E-4	0.0030739792209950514	3.896500630716938E-5	4.2219164916589523E-4	3.896500630716938E-5	3.896500630716938E-5	0.0030739792209950514	3.896500630716938E-5	0.0030739792209950514	0.0030739792209950514	3.896500630716938E-5	0.0030739792209950514	4.2219164916589523E-4	4.2219164916589523E-4	0.0030739792209950514	4.2219164916589523E-4	4.2219164916589523E-4	4.2219164916589523E-4
Steinfartz@anyWARE_AG.de	 Stienfartz@anyWARE_AG.de	0.041666666666666664	0.08333333333333333	0.014515305627993401	0.010979588863227828	0.009058877474694842	2.31803172345534E-5	2.088333345918782E-6	0.009058877474694842	0.010979588863227828	0.009058877474694842	0.009058877474694842	0.010979588863227828	0.010979588863227828	0.009058877474694842	0.014515305627993401	0.010979588863227828	0.014515305627993401	0.009058877474694842	0.010979588863227828	0.009058877474694842	0.009058877474694842	0.014515305627993401	0.009058877474694842	0.014515305627993401	0.014515305627993401	0.009058877474694842	0.014515305627993401	0.010979588863227828	0.010979588863227828	0.014515305627993401	0.010979588863227828	0.010979588863227828	0.010979588863227828
Volkmar@Bundesagentur_f??r_Arbeit.de	 Voklmar@Bundesagentur_f??r_Arbeit.de	0.02857142857142857	0.05714285714285714	0.0028931569138776953	3.9735684627378377E-4	3.667294711263E-5	4.084955973155815E-8	3.676469668733486E-9	3.667294711263E-5	3.9735684627378377E-4	3.667294711263E-5	3.667294711263E-5	3.9735684627378377E-4	3.9735684627378377E-4	3.667294711263E-5	0.0028931569138776953	3.9735684627378377E-4	0.0028931569138776953	3.667294711263E-5	3.9735684627378377E-4	3.667294711263E-5	3.667294711263E-5	0.0028931569138776953	3.667294711263E-5	0.0028931569138776953	0.0028931569138776953	3.667294711263E-5	0.0028931569138776953	3.9735684627378377E-4	3.9735684627378377E-4	0.0028931569138776953	3.9735684627378377E-4	3.9735684627378377E-4	3.9735684627378377E-4
H??ttner@ASM_AS_(Siemens_AG).de	 H??ttner@ASM_AS_(Siemens_AG).de	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dr??ger@AstraZeneca_GmbH.de	 Drg??er@AstraZeneca_GmbH.de	0.038461538461538464	0.07692307692307693	0.003934693402873666	5.404053109323459E-4	4.9875208073176804E-5	5.555540123491909E-8	4.999998749477541E-9	4.9875208073176804E-5	5.404053109323459E-4	4.9875208073176804E-5	4.9875208073176804E-5	5.404053109323459E-4	5.404053109323459E-4	4.9875208073176804E-5	0.003934693402873666	5.404053109323459E-4	0.003934693402873666	4.9875208073176804E-5	5.404053109323459E-4	4.9875208073176804E-5	4.9875208073176804E-5	0.003934693402873666	4.9875208073176804E-5	0.003934693402873666	0.003934693402873666	4.9875208073176804E-5	0.003934693402873666	5.404053109323459E-4	5.404053109323459E-4	0.003934693402873666	5.404053109323459E-4	5.404053109323459E-4	5.404053109323459E-4
R??pke@AstraZeneca_GmbH.de	 R??kpe@AstraZeneca_GmbH.de	0.04	0.08	0.004098638961326735	5.629221988878603E-4	5.19533417428925E-5	5.787020961970738E-8	5.208332030705772E-9	5.19533417428925E-5	5.629221988878603E-4	5.19533417428925E-5	5.19533417428925E-5	5.629221988878603E-4	5.629221988878603E-4	5.19533417428925E-5	0.004098638961326735	5.629221988878603E-4	0.004098638961326735	5.19533417428925E-5	5.629221988878603E-4	5.19533417428925E-5	5.19533417428925E-5	0.004098638961326735	5.19533417428925E-5	0.004098638961326735	0.004098638961326735	5.19533417428925E-5	0.004098638961326735	5.629221988878603E-4	5.629221988878603E-4	0.004098638961326735	5.629221988878603E-4	5.629221988878603E-4	5.629221988878603E-4
Piotrowski@AstraZeneca_GmbH.de	 Pitorowski@AstraZeneca_GmbH.de	0.03333333333333333	0.06666666666666667	0.01048445047542295	0.002110859401470221	2.0657372917135355E-4	2.3147929528270309E-7	2.083331562448739E-8	2.0657372917135355E-4	0.002110859401470221	2.0657372917135355E-4	2.0657372917135355E-4	0.002110859401470221	0.002110859401470221	2.0657372917135355E-4	0.01048445047542295	0.002110859401470221	0.01048445047542295	2.0657372917135355E-4	0.002110859401470221	2.0657372917135355E-4	2.0657372917135355E-4	0.01048445047542295	2.0657372917135355E-4	0.01048445047542295	0.01048445047542295	2.0657372917135355E-4	0.01048445047542295	0.002110859401470221	0.002110859401470221	0.01048445047542295	0.002110859401470221	0.002110859401470221	0.002110859401470221
Tr??ger@AT-Design.de	 Trg??er@AT-Design.de	0.05263157894736842	0.10526315789473684	0.005464851948435647	7.505629318504803E-4	6.927112232385666E-5	7.716027949294318E-8	6.9444427076076956E-9	6.927112232385666E-5	7.505629318504803E-4	6.927112232385666E-5	6.927112232385666E-5	7.505629318504803E-4	7.505629318504803E-4	6.927112232385666E-5	0.005464851948435647	7.505629318504803E-4	0.005464851948435647	6.927112232385666E-5	7.505629318504803E-4	6.927112232385666E-5	6.927112232385666E-5	0.005464851948435647	6.927112232385666E-5	0.005464851948435647	0.005464851948435647	6.927112232385666E-5	0.005464851948435647	7.505629318504803E-4	7.505629318504803E-4	0.005464851948435647	7.505629318504803E-4	7.505629318504803E-4	7.505629318504803E-4
Ruge@ATOSS_Software_AG.de	 Rueg@ATOSS_Software_AG.de	0.04	0.08	0.004098638961326735	5.629221988878603E-4	5.19533417428925E-5	5.787020961970738E-8	5.208332030705772E-9	5.19533417428925E-5	5.629221988878603E-4	5.19533417428925E-5	5.19533417428925E-5	5.629221988878603E-4	5.629221988878603E-4	5.19533417428925E-5	0.004098638961326735	5.629221988878603E-4	0.004098638961326735	5.19533417428925E-5	5.629221988878603E-4	5.19533417428925E-5	5.19533417428925E-5	0.004098638961326735	5.19533417428925E-5	0.004098638961326735	0.004098638961326735	5.19533417428925E-5	0.004098638961326735	5.629221988878603E-4	5.629221988878603E-4	0.004098638961326735	5.629221988878603E-4	5.629221988878603E-4	5.629221988878603E-4
Kr??ger@Audi_AG.de	 Krg??er@Audi_AG.de	0.058823529411764705	0.11764705882352941	0.006147958441990103	8.443832983317905E-4	7.793001261433875E-5	8.680531442956108E-8	7.812498046058658E-9	7.793001261433875E-5	8.443832983317905E-4	7.793001261433875E-5	7.793001261433875E-5	8.443832983317905E-4	8.443832983317905E-4	7.793001261433875E-5	0.006147958441990103	8.443832983317905E-4	0.006147958441990103	7.793001261433875E-5	8.443832983317905E-4	7.793001261433875E-5	7.793001261433875E-5	0.006147958441990103	7.793001261433875E-5	0.006147958441990103	0.006147958441990103	7.793001261433875E-5	0.006147958441990103	8.443832983317905E-4	8.443832983317905E-4	0.006147958441990103	8.443832983317905E-4	8.443832983317905E-4	8.443832983317905E-4
Schuderer@Audi_AG.de	 Scuhderer@Audi_AG.de	0.05	0.1	0.005177228161675876	7.110596196478235E-4	6.562527378049579E-5	7.309921215120932E-8	6.578945722996764E-9	6.562527378049579E-5	7.110596196478235E-4	6.562527378049579E-5	6.562527378049579E-5	7.110596196478235E-4	7.110596196478235E-4	6.562527378049579E-5	0.005177228161675876	7.110596196478235E-4	0.005177228161675876	6.562527378049579E-5	7.110596196478235E-4	6.562527378049579E-5	6.562527378049579E-5	0.005177228161675876	6.562527378049579E-5	0.005177228161675876	0.005177228161675876	6.562527378049579E-5	0.005177228161675876	7.110596196478235E-4	7.110596196478235E-4	0.005177228161675876	7.110596196478235E-4	7.110596196478235E-4	7.110596196478235E-4
Schneider@Audi_AG.de	 Scnheider@Audi_AG.de	0.05	0.1	0.005177228161675876	7.110596196478235E-4	6.562527378049579E-5	7.309921215120932E-8	6.578945722996764E-9	6.562527378049579E-5	7.110596196478235E-4	6.562527378049579E-5	6.562527378049579E-5	7.110596196478235E-4	7.110596196478235E-4	6.562527378049579E-5	0.005177228161675876	7.110596196478235E-4	0.005177228161675876	6.562527378049579E-5	7.110596196478235E-4	6.562527378049579E-5	6.562527378049579E-5	0.005177228161675876	6.562527378049579E-5	0.005177228161675876	0.005177228161675876	6.562527378049579E-5	0.005177228161675876	7.110596196478235E-4	7.110596196478235E-4	0.005177228161675876	7.110596196478235E-4	7.110596196478235E-4	7.110596196478235E-4
Sch??ffler@Audi_AG.de	 Sc??hffler@Audi_AG.de	0.05	0.1	0.005177228161675876	7.110596196478235E-4	6.562527378049579E-5	7.309921215120932E-8	6.578945722996764E-9	6.562527378049579E-5	7.110596196478235E-4	6.562527378049579E-5	6.562527378049579E-5	7.110596196478235E-4	7.110596196478235E-4	6.562527378049579E-5	0.005177228161675876	7.110596196478235E-4	0.005177228161675876	6.562527378049579E-5	7.110596196478235E-4	6.562527378049579E-5	6.562527378049579E-5	0.005177228161675876	6.562527378049579E-5	0.005177228161675876	0.005177228161675876	6.562527378049579E-5	0.005177228161675876	7.110596196478235E-4	7.110596196478235E-4	0.005177228161675876	7.110596196478235E-4	7.110596196478235E-4	7.110596196478235E-4
Bernet@AXA_Winterthur.de	 Benret@AXA_Winterthur.de	0.041666666666666664	0.08333333333333333	0.014515305627993401	0.010978717528604217	0.005994064193714361	9.833373028620324E-6	8.853794776092956E-7	0.005994064193714361	0.010978717528604217	0.005994064193714361	0.005994064193714361	0.010978717528604217	0.010978717528604217	0.005994064193714361	0.014515305627993401	0.010978717528604217	0.014515305627993401	0.005994064193714361	0.010978717528604217	0.005994064193714361	0.005994064193714361	0.014515305627993401	0.005994064193714361	0.014515305627993401	0.014515305627993401	0.005994064193714361	0.014515305627993401	0.010978717528604217	0.010978717528604217	0.014515305627993401	0.010978717528604217	0.010978717528604217	0.010978717528604217
Scholz@B._Braun_Melsungen_AG.de	 Scohlz@B._Braun_Melsungen_AG.de	0.03225806451612903	0.06451612903225806	0.003278911169061388	4.5033775911028823E-4	4.1562673394314004E-5	4.629616769576591E-8	4.1666656245646175E-9	4.1562673394314004E-5	4.5033775911028823E-4	4.1562673394314004E-5	4.1562673394314004E-5	4.5033775911028823E-4	4.5033775911028823E-4	4.1562673394314004E-5	0.003278911169061388	4.5033775911028823E-4	0.003278911169061388	4.1562673394314004E-5	4.5033775911028823E-4	4.1562673394314004E-5	4.1562673394314004E-5	0.003278911169061388	4.1562673394314004E-5	0.003278911169061388	0.003278911169061388	4.1562673394314004E-5	0.003278911169061388	4.5033775911028823E-4	4.5033775911028823E-4	0.003278911169061388	4.5033775911028823E-4	4.5033775911028823E-4	4.5033775911028823E-4
Schade@BAHAG_AG.de	 Scahde@BAHAG_AG.de	0.05555555555555555	0.1111111111111111	0.005786313827755391	7.947136925475675E-4	7.334589422526E-5	8.16991194631163E-8	7.352939337466972E-9	7.334589422526E-5	7.947136925475675E-4	7.334589422526E-5	7.334589422526E-5	7.947136925475675E-4	7.947136925475675E-4	7.334589422526E-5	0.005786313827755391	7.947136925475675E-4	0.005786313827755391	7.334589422526E-5	7.947136925475675E-4	7.334589422526E-5	7.334589422526E-5	0.005786313827755391	7.334589422526E-5	0.005786313827755391	0.005786313827755391	7.334589422526E-5	0.005786313827755391	7.947136925475675E-4	7.947136925475675E-4	0.005786313827755391	7.947136925475675E-4	7.947136925475675E-4	7.947136925475675E-4
Salewski@BASF_IT_Services_GmbH.de	 Saelwski@BASF_IT_Services_GmbH.de	0.030303030303030304	0.06060606060606061	0.0030739792209950514	4.2219164916589523E-4	3.896500630716938E-5	4.340265721478054E-8	3.906249023029329E-9	3.896500630716938E-5	4.2219164916589523E-4	3.896500630716938E-5	3.896500630716938E-5	4.2219164916589523E-4	4.2219164916589523E-4	3.896500630716938E-5	0.0030739792209950514	4.2219164916589523E-4	0.0030739792209950514	3.896500630716938E-5	4.2219164916589523E-4	3.896500630716938E-5	3.896500630716938E-5	0.0030739792209950514	3.896500630716938E-5	0.0030739792209950514	0.0030739792209950514	3.896500630716938E-5	0.0030739792209950514	4.2219164916589523E-4	4.2219164916589523E-4	0.0030739792209950514	4.2219164916589523E-4	4.2219164916589523E-4	4.2219164916589523E-4
Gehl@BASF_IT_Services_GmbH.de	 Gelh@BASF_IT_Services_GmbH.de	0.034482758620689655	0.06896551724137931	0.00351311910970863	4.8250474190388026E-4	4.453143577962214E-5	4.960303681689204E-8	4.464284597747804E-9	4.453143577962214E-5	4.8250474190388026E-4	4.453143577962214E-5	4.453143577962214E-5	4.8250474190388026E-4	4.8250474190388026E-4	4.453143577962214E-5	0.00351311910970863	4.8250474190388026E-4	0.00351311910970863	4.453143577962214E-5	4.8250474190388026E-4	4.453143577962214E-5	4.453143577962214E-5	0.00351311910970863	4.453143577962214E-5	0.00351311910970863	0.00351311910970863	4.453143577962214E-5	0.00351311910970863	4.8250474190388026E-4	4.8250474190388026E-4	0.00351311910970863	4.8250474190388026E-4	4.8250474190388026E-4	4.8250474190388026E-4
