Original	Verf?schte	10,10,10(Length,Distribution,Order)	10,3,10	10,10,3	10,3,3	10,10,1	10,3,1	10,1,3	DL	10,1,1	L	3,10,10	3,3,10	3,10,3	3,3,3	3,1,10	3,10,1	3,3,1	3,1,3	3,1,1	1,1000,1000	1,300,300	1,10,10	1,3,10	1,10,3	1,3,3	1,1,10	1,10,1	1,3,1	1,1,3	1,1,1
Ruckel@Aareon_AG.de	 Ruckel@Aaren_AGde	0.010078789089740862	0.011830682314237895	0.010078789089740862	0.011830682314237895	0.023953139785456892	0.011830682314237895	0.023953139785456892	0.10526315789473684	0.023953139785456892	0.10526315789473684	0.09980942428471445	0.10156131750921149	0.09980942428471445	0.10156131750921149	0.11368377498043049	0.09980942428471445	0.10156131750921149	0.11368377498043049	0.11368377498043049	0.43233237623883203	0.4323325567938409	0.43251048412481213	0.43426237734930917	0.43251048412481213	0.43426237734930917	0.44638483482052815	0.43251048412481213	0.43426237734930917	0.44638483482052815	0.44638483482052815
Krusemarck@Aareon_AG.de	 Krusemarck@Aaren_AGde	0.01006691404019963	0.011702014383063527	0.01006691404019963	0.011702014383063527	0.023016308022867926	0.011702014383063527	0.023016308022867926	0.08695652173913043	0.023016308022867926	0.08695652173913043	0.09979754923517323	0.10143264957803712	0.09979754923517323	0.10143264957803712	0.11274694321784152	0.09979754923517323	0.10143264957803712	0.11274694321784152	0.11274694321784152	0.43233237504835614	0.4323325435663644	0.4324986090752709	0.4341337094181348	0.4324986090752709	0.4341337094181348	0.4454480030579392	0.4324986090752709	0.4341337094181348	0.4454480030579392	0.4454480030579392
Heise@AIRBUS_S.A.S..de	 Heise@AIRBS_SA.S..de	0.010521624171936651	0.012565499600516523	0.014330195516534385	0.016374070945114255	0.02670836665027202	0.03312125309301972	0.030516937994869757	0.045454545454545456	0.047264120142775215	0.09090909090909091	0.10025225936691025	0.10229613479549012	0.10406083071150798	0.10610470614008785	0.11643900184524561	0.12080801285941344	0.12285188828799332	0.12024757318984336	0.1369947553377488	0.432332420881653	0.43233305282112267	0.4329533192070079	0.4349971946355878	0.43676189055160564	0.43880576598018556	0.4491400616853433	0.45350907269951113	0.455552948128091	0.45294863302994104	0.4696958151778465
Dreher@AIRBUS_S.A.S..de	 Dreher@AIRBS_SA.S..de	0.010495802455790232	0.012539677884370102	0.014066338091350609	0.01611021351993048	0.026682544934125602	0.031810696783591844	0.03025308056968598	0.043478260869565216	0.045953563833347345	0.08695652173913043	0.10022643765076383	0.1022703130793437	0.1037969732863242	0.10584084871490407	0.1164131801290992	0.11949745654998557	0.12154133197856544	0.11998371576465958	0.13568419902832093	0.4323324182774886	0.4323330238862108	0.4329274974908615	0.4349713729194414	0.4364980331264219	0.43854190855500175	0.44911423996919686	0.45219851639008324	0.4542423918186631	0.4526847756047573	0.46838525886841864
Wilharm@AIRBUS_S.A.S..de	 Wilharm@AIRBS_SA.S..de	0.0104314559152079	0.012066556258071797	0.013791960042794137	0.015427060385658034	0.023380849897876196	0.030203985810280495	0.026741354025462433	0.041666666666666664	0.04151827945008489	0.08333333333333333	0.1001620911101815	0.10179719145304539	0.10352259523776773	0.10515769558063164	0.1131114850928498	0.11829952066239019	0.1199346210052541	0.11647198922043603	0.1312489146450585	0.4323324118130308	0.43233295205923844	0.43286315095027916	0.43449825129314307	0.4362236550778654	0.43785875542072933	0.4458125449329475	0.45100058050248787	0.4526356808453518	0.4491730490605337	0.4639499744851562
Zintzen@Aixtron_AG.de	 Zintzen@Aixton_AGde	0.010078789089740862	0.011830682314237895	0.010078789089740862	0.011830682314237895	0.023953139785456892	0.011830682314237895	0.023953139785456892	0.09523809523809523	0.023953139785456892	0.09523809523809523	0.09980942428471445	0.10156131750921149	0.09980942428471445	0.10156131750921149	0.11368377498043049	0.09980942428471445	0.10156131750921149	0.11368377498043049	0.11368377498043049	0.43233237623883203	0.4323325567938409	0.43251048412481213	0.43426237734930917	0.43251048412481213	0.43426237734930917	0.44638483482052815	0.43251048412481213	0.43426237734930917	0.44638483482052815	0.44638483482052815
Schapdick@Aixtron_AG.de	 Schapdick@Aixton_AGde	0.010039205591270087	0.011401789210323334	0.010039205591270087	0.011401789210323334	0.020830367243493665	0.011401789210323334	0.020830367243493665	0.08695652173913043	0.020830367243493665	0.08695652173913043	0.09976984078624368	0.10113242440529693	0.09976984078624368	0.10113242440529693	0.11056100243846727	0.09976984078624368	0.10113242440529693	0.11056100243846727	0.11056100243846727	0.4323323722705791	0.43233251270225265	0.43247090062634136	0.4338334842453946	0.43247090062634136	0.4338334842453946	0.44326206227856496	0.43247090062634136	0.4338334842453946	0.44326206227856496	0.44326206227856496
Beckmann@Allianz_Global_Investors.de	 Beckmann@Allinz_Global_Investorsde	0.026950336555425808	0.02817666181257373	0.07482068166687711	0.07604700692402504	0.03666238204242703	0.09432050967681821	0.08453272715387834	0.05555555555555555	0.10280622990667151	0.05555555555555555	0.1166809717503994	0.11790729700754732	0.1645513168618507	0.16577764211899865	0.12639301723740062	0.18282481961464386	0.1840511448717918	0.17426336234885192	0.1925368651016451	0.4323343887014009	0.43235491328450754	0.44938203159049706	0.450608356847645	0.4972523767019484	0.4984787019590963	0.4590940770774983	0.5155258794547416	0.5167522047118895	0.5069644221889497	0.5252379249417428
U. Berquet@Amway_GmbH.de	 U. Berquet@Amwa_GmbHde	0.010047355135072893	0.01149009073171751	0.010047355135072893	0.01149009073171751	0.021473291002133153	0.01149009073171751	0.021473291002133153	0.08333333333333333	0.021473291002133153	0.08333333333333333	0.09977799033004649	0.10122072592669111	0.09977799033004649	0.10122072592669111	0.11120392619710676	0.09977799033004649	0.10122072592669111	0.11120392619710676	0.11120392619710676	0.43233237308757233	0.4323325217799326	0.43247905017014415	0.4339217857667888	0.43247905017014415	0.4339217857667888	0.4439049860372044	0.43247905017014415	0.4339217857667888	0.4439049860372044	0.4439049860372044
Lachermeier-Seifert@Amway_GmbH.de	 Lachermeier-Seifert@Amwa_GmbHde	0.010025351366805315	0.011251676623953238	0.010025351366805315	0.011251676623953238	0.019737396853806537	0.011251676623953238	0.019737396853806537	0.06060606060606061	0.019737396853806537	0.06060606060606061	0.0997559865617789	0.10098231181892683	0.0997559865617789	0.10098231181892683	0.10946803204878014	0.0997559865617789	0.10098231181892683	0.10946803204878014	0.10946803204878014	0.4323323708816905	0.43233249727019674	0.4324570464018766	0.4336833716590245	0.4324570464018766	0.4336833716590245	0.4421690918888778	0.4324570464018766	0.4336833716590245	0.4421690918888778	0.4421690918888778
Steinfartz@anyWARE_AG.de	 Steinfartz@anyWRE_AGde	0.01070361922724664	0.012236525798681543	0.01584283719960644	0.017375743771041344	0.022843676085998167	0.026131944700076508	0.02798289405835797	0.08333333333333333	0.03673909498739313	0.08333333333333333	0.10043425442222023	0.10196716099365515	0.10557347239458004	0.10710637896601494	0.11257431128097176	0.1143296733236152	0.11586257989505011	0.11771352925333156	0.12646973018236674	0.4323324401830114	0.4323332672680581	0.43313531426231794	0.43466822083375284	0.4382745322346777	0.4398074388061126	0.44527537112106946	0.4470307331637129	0.4485636397351478	0.45041458909342924	0.4591707900224644
Volkmar@Bundesagentur_f??r_Arbeit.de	 Volkmar@Bundsagentur_f??r_Arbeitde	0.025298249935045963	0.026466178751377318	0.057175276754245365	0.05834320557057672	0.03454781706552332	0.0964402017909963	0.06642484388472272	0.05714285714285714	0.10452184010514229	0.05714285714285714	0.11502888513001956	0.11619681394635091	0.14690591194921895	0.1480738407655503	0.12427845226049691	0.18500290816963855	0.1861708369859699	0.15615547907969632	0.19425247530011588	0.4323344202211229	0.4323552603707838	0.44772994497011726	0.4488978737864486	0.47960697178931666	0.480774900605648	0.4569795121005946	0.5177039680097362	0.5188718968260676	0.48885653891979397	0.5269535351402136
H??ttner@ASM_AS_(Siemens_AG).de	 H??ttner@ASM_S_(Siemens_AG)de	0.02351764465653531	0.024960380253179926	0.05390576122924674	0.05534849682589136	0.03494358052359557	0.07063084152377089	0.06533169709630701	0.06666666666666667	0.08061404179418655	0.06666666666666667	0.1132482798515089	0.11469101544815352	0.14363639642422033	0.14507913202086495	0.12467421571856917	0.15891874112209986	0.16036147671874448	0.1550623322912806	0.17034467698916014	0.43233403277306776	0.4323509586045604	0.4459493396916066	0.4473920752882512	0.476337456264318	0.47778019186096266	0.45737527555866686	0.49161980096219754	0.4930625365588422	0.48776339213137826	0.5030457368292578
Dr??ger@AstraZeneca_GmbH.de	 Dr??ger@AstrZeneca_GmbHde	0.016653048154223415	0.01809578375086803	0.03964940216059603	0.041092137757240646	0.028078984021283677	0.0513811842922872	0.05107533802765629	0.07692307692307693	0.061364384562702844	0.07692307692307693	0.10638368334919701	0.10782641894584163	0.12938003735556963	0.13082277295221423	0.11780961921625727	0.13966908389061616	0.1411118194872608	0.1408059732226299	0.15109501975767645	0.4323331230777349	0.43234085389889204	0.4390847431892947	0.4405274787859393	0.4620810971956673	0.4635238327923119	0.45051067905635495	0.47237014373071384	0.4738128793273585	0.47350703306272757	0.4837960795977741
R??pke@AstraZeneca_GmbH.de	 R??pke@AstrZeneca_GmbHde	0.017109442128987497	0.018400310820722153	0.041748392850101006	0.04303926154183566	0.027332647904778257	0.05406323997224269	0.05197159862589177	0.08	0.0629955770562988	0.08	0.10684007732396109	0.10813094601569576	0.1314790280450746	0.13276989673680925	0.11706328309975185	0.14250300647548164	0.14379387516721628	0.14170223382086536	0.1527262122512724	0.4323331751004736	0.43234143185043167	0.4395411371640588	0.4408320058557934	0.4641800878851723	0.46547095657690696	0.4497643429398495	0.4752040663155793	0.476494935007314	0.47440329366096307	0.48542727209137004
Piotrowski@AstraZeneca_GmbH.de	 Piotrowski@AstrZeneca_GmbHde	0.015234434646627219	0.01640236346295857	0.033389450967447706	0.034557379783779055	0.024484001777104573	0.04268031125881581	0.04263901809792506	0.06666666666666667	0.05076194957296181	0.06666666666666667	0.10496506984160081	0.10613299865793217	0.1231200861624213	0.12428801497875265	0.11421463697207816	0.13124301763745805	0.1324109464537894	0.13236965329289865	0.1404925847679354	0.43233296238394936	0.4323390686451107	0.4376661296816985	0.43883405849802987	0.455821146002519	0.4569890748188503	0.44691569681217586	0.4639440774775557	0.4651120062938871	0.4650707131329963	0.4731936446080331
Tr??ger@AT-Design.de	 Tr??ger@AT-Dsignde	0.012352166020276988	0.014238820262043022	0.024528025516571204	0.02641467975833724	0.02729377446181733	0.031209842876108857	0.039469633958111545	0.10526315789473684	0.04426479707588316	0.10526315789473684	0.10208280121525058	0.10396945545701662	0.11425866071154481	0.11614531495331083	0.11702440965679092	0.11905382382931642	0.12094047807108245	0.12920026915308513	0.13399543227085675	0.43233261799557104	0.4323352428110114	0.4347838610553483	0.4366705152971143	0.44695972055164246	0.4488463747934085	0.44972546949688863	0.4517548836694141	0.4536415379111801	0.4619013289931828	0.46669649211095443
Ruge@ATOSS_Software_AG.de	 Ruge@ATOS_Software_AGde	0.016919599423336845	0.018671492647833878	0.041124226393615806	0.042876119618112836	0.03079395011905288	0.05785248765384273	0.054998577089331833	0.08	0.06997494512506172	0.08	0.10665023461831044	0.10840212784280748	0.1308548615885894	0.13260675481308642	0.12052458531402648	0.1458312296243193	0.14758312284881633	0.14472921228430544	0.15970558032003532	0.432333155074522	0.43234120934829634	0.43935129445840815	0.44110318768290513	0.46355592142868707	0.4653078146531841	0.45322564515412417	0.47853228946441695	0.480284182688914	0.4774302721244031	0.492406640160133
Kr??ger@Audi_AG.de	 Kr??ger@AudiAGde	0.010108476713593944	0.012152352142173814	0.010108476713593944	0.012152352142173814	0.026295219191929314	0.012152352142173814	0.026295219191929314	0.11764705882352941	0.026295219191929314	0.11764705882352941	0.09983911190856753	0.10188298733714742	0.09983911190856753	0.10188298733714742	0.11602585438690291	0.09983911190856753	0.10188298733714742	0.11602585438690291	0.11602585438690291	0.43233237921502177	0.43233258986253215	0.4325401717486652	0.4345840471772451	0.4325401717486652	0.4345840471772451	0.4487269142270006	0.4325401717486652	0.4345840471772451	0.4487269142270006	0.4487269142270006
Schuderer@Audi_AG.de	 Schuderer@AudiAGde	0.010092491069980745	0.011979145311746781	0.010092491069980745	0.011979145311746781	0.025034099511521087	0.011979145311746781	0.025034099511521087	0.1	0.025034099511521087	0.1	0.09982312626495435	0.10170978050672037	0.09982312626495435	0.10170978050672037	0.11476473470649469	0.09982312626495435	0.10170978050672037	0.11476473470649469	0.11476473470649469	0.4323323776124581	0.43233257205631376	0.432524186105052	0.43441084034681804	0.432524186105052	0.43441084034681804	0.44746579454659235	0.432524186105052	0.43441084034681804	0.44746579454659235	0.44746579454659235
Schneider@Audi_AG.de	 Schneider@AudiAGde	0.010078789089740862	0.011830682314237895	0.010078789089740862	0.011830682314237895	0.023953139785456892	0.011830682314237895	0.023953139785456892	0.1	0.023953139785456892	0.1	0.09980942428471445	0.10156131750921149	0.09980942428471445	0.10156131750921149	0.11368377498043049	0.09980942428471445	0.10156131750921149	0.11368377498043049	0.11368377498043049	0.43233237623883203	0.4323325567938409	0.43251048412481213	0.43426237734930917	0.43251048412481213	0.43426237734930917	0.44638483482052815	0.43251048412481213	0.43426237734930917	0.44638483482052815	0.44638483482052815
Sch??ffler@Audi_AG.de	 Sch??ffler@AudiAGde	0.010056523371851051	0.011589429943285955	0.010056523371851051	0.011589429943285955	0.02219658023060258	0.011589429943285955	0.02219658023060258	0.1	0.02219658023060258	0.1	0.09978715856682464	0.10132006513825956	0.09978715856682464	0.10132006513825956	0.11192721542557618	0.09978715856682464	0.10132006513825956	0.11192721542557618	0.11192721542557618	0.4323323740066897	0.4323325319923225	0.4324882184069223	0.4340211249783572	0.4324882184069223	0.4340211249783572	0.44462827526567383	0.4324882184069223	0.4340211249783572	0.44462827526567383	0.44462827526567383
Bernet@AXA_Winterthur.de	 Bernet@AXA_interthurde	0.013875807931014176	0.015510908273878073	0.03435685827576539	0.03599195861862929	0.026825201913682473	0.05926127613298295	0.047306252258433684	0.08333333333333333	0.07057556977278735	0.08333333333333333	0.10360644312598777	0.10524154346885167	0.12408749347073898	0.12572259381360287	0.11655583710865607	0.14735681098509265	0.14899191132795656	0.13703688745340728	0.16030620496776093	0.4323327833787874	0.43233708024514217	0.43630750296608545	0.43794260330894935	0.4567885533108367	0.4584236536537006	0.44925689694875376	0.48005787082519036	0.4816929711680542	0.46973794729350493	0.4930072648078586
Scholz@B._Braun_Melsungen_AG.de	 Scholz@B_Braun_Melsungen_AG.de	0.030762231817962234	0.03144352362748886	0.09496660992790552	0.09564790173743215	0.03615781264407403	0.11890104712620203	0.10036219075401731	0.03225806451612903	0.12361533614278719	0.03225806451612903	0.05528873696092069	0.055970028770447315	0.11949311507086398	0.1201744068803906	0.06068431778703248	0.14274626045963384	0.14342755226916049	0.12488869589697577	0.14814184128574565	0.19673911800351562	0.1967840614952254	0.22500314155798667	0.22568443336751332	0.28920751966792996	0.2898888114774566	0.23039872238409848	0.31246066505669984	0.3131419568662265	0.29460310049404176	0.31785624588281164
Schade@BAHAG_AG.de	 Schade@BAHA_AGde	0.010508163581964948	0.012737845867688443	0.0139593418586947	0.016189024144418196	0.028166428103785352	0.028985218753652724	0.031617606380515105	0.1111111111111111	0.04441380098974963	0.1111111111111111	0.10023879877693855	0.10246848106266204	0.1036899770536683	0.10591965933939179	0.11789706329875894	0.11648617166290282	0.11871585394862633	0.12134824157548871	0.13414443618472321	0.4323324195704607	0.43233303825192376	0.4329398586170362	0.4351695409027597	0.43639103689376596	0.43862071917948947	0.4505981231388566	0.4491872315030005	0.451416913788724	0.45404930141558636	0.4668454960248209
Salewski@BASF_IT_Services_GmbH.de	 Salewski@BASFIT_Services_GmbHde	0.018189676436125454	0.01941600169327338	0.0474400218831237	0.04866634714027162	0.027901721923126677	0.06492291626440566	0.05715206737012492	0.06060606060606061	0.07340863649425897	0.06060606060606061	0.10792031163109905	0.10914663688824697	0.13717065707809728	0.13839698233524522	0.11763235711810027	0.15342722620223134	0.15465355145937926	0.1468827025650985	0.16313927168923256	0.43233329448105	0.4323427581651965	0.44062137147119673	0.4418476967283447	0.46987171691819496	0.4710980421753429	0.45033341695819795	0.48612828604232905	0.48735461129947694	0.4795837624051962	0.49584033152933027
Gehl@BASF_IT_Services_GmbH.de	 Gehl@BASFIT_Services_GmbHde	0.020536194966110265	0.021898778585163512	0.05814378196939372	0.05950636558844697	0.03132735661833384	0.08040766874804789	0.0689349436216173	0.06896551724137931	0.08983624678121822	0.06896551724137931	0.11026683016108386	0.1116294137801371	0.1478744171643673	0.14923700078342056	0.12105799181330744	0.16877572032396823	0.17013830394302148	0.15866557881659088	0.1795668819761918	0.43233355975546983	0.43234570528153804	0.44296789000118153	0.4443304736202348	0.480575477004465	0.48193806062351824	0.45375905165340513	0.5014767801640659	0.5028393637831192	0.49136663865668856	0.5122679418162895
Tiedeke@Baumer_Electric_AG.de	 Tiedeke@Baumr_Electric_AGde	0.022452219377918095	0.023985125949352995	0.06293634655547291	0.06446925312690781	0.03459227623666962	0.0808749233544507	0.07507640341422443	0.06896551724137931	0.09148207364176733	0.06896551724137931	0.11218285457289169	0.11371576114432659	0.15266698175044652	0.15419988832188142	0.12432291143164322	0.1690726519779894	0.1706055585494243	0.16480703860919804	0.18121270883674093	0.43233380454090875	0.43234842442021276	0.44488391441298936	0.44641682098442426	0.4853680415905442	0.4869009481619791	0.4570239712717409	0.501773711818087	0.503306618389522	0.4975080984492957	0.5139137686768386
D??ring@Baumer_Optronic_GmbH.de	 D??ring@Baumr_Optronic_GmbHde	0.02791020249562469	0.029201071187359345	0.052703939608718615	0.05399480830045327	0.038133408271415446	0.06131719154211943	0.06292714538450939	0.06666666666666667	0.07024952862617553	0.06666666666666667	0.11764083769059828	0.11893170638233294	0.1424345748036922	0.14372544349542687	0.12786404346638905	0.14975695804535838	0.15104782673709302	0.15265778057948298	0.15998016382114913	0.432335171393991	0.4323635977240354	0.450341897530696	0.45163276622243065	0.4751356346437899	0.47642650333552455	0.4605651033064867	0.48245801788545606	0.48374888657719073	0.48535884041958066	0.49268122366124684
Seiffert@Baxter_Deutschland_GmbH.de	 Seiffert@Baxtr_Deutschland_GmbHde	0.027952833611030948	0.02917915886817887	0.05367687282322296	0.054903198080370884	0.03766487909803217	0.06665288880185026	0.06338891831022418	0.05714285714285714	0.07513860903170357	0.05714285714285714	0.11768346880600454	0.11890979406315247	0.14340750801819657	0.1446338332753445	0.12739551429300577	0.15515719873967593	0.15638352399682387	0.1531195535051978	0.16486924422667715	0.4323350096560485	0.43236180412299113	0.45038452864610223	0.4516108539032501	0.47610856785829425	0.47733489311544214	0.46009657413310345	0.4878582585797736	0.48908458383692155	0.48582061334529547	0.4975703040667748
Strigl@Bayerisches_Landesamt_f??r_Statistik.de	 Strigl@Bayeisches_Landesamt_f??r_Statistikde	0.05814976310465854	0.059317691920989894	0.11180588364868019	0.11297381246501155	0.06739933023513589	0.1460109611621144	0.12105545077915754	0.044444444444444446	0.15409259947626042	0.044444444444444446	0.14788039829963212	0.1490483271159635	0.20153651884365378	0.20270444765998513	0.1571299654301095	0.23457366754075665	0.235741596357088	0.21078608597413112	0.243823234671234	0.4323419274642376	0.43243858521457973	0.4805814581397298	0.4817493869560612	0.5342375786837514	0.5354055075000829	0.48983102527020717	0.5672747273808543	0.5684426561971857	0.5434871458142289	0.5765242945113317
Sch??nfeld@Bayerisches_Landesamt_f??r_Statistik.de	 Sch??nfeld@Bayeisches_Landesamt_f??r_Statistikde	0.05349198736956591	0.054659916185897266	0.10195558011900482	0.10312350893533619	0.06274155450004326	0.13296351421013874	0.11120514724948218	0.041666666666666664	0.14104515252428476	0.041666666666666664	0.1432226225645395	0.14439055138087087	0.19168621531397842	0.19285414413030977	0.15247218969501686	0.221526220588781	0.22269414940511234	0.20093578244445576	0.23077578771925836	0.43234100257606484	0.43242831799927767	0.47592368240463717	0.47709161122096855	0.5243872751540761	0.5255552039704074	0.48517324953511454	0.5542272804288787	0.55539520924521	0.5336368422845534	0.563476847559356
Ellermann@Beiersdorf_AG.de	 Ellermann@Beiesdorf_AGde	0.013126116118257345	0.014659022689692248	0.02855849479906802	0.030091401370502924	0.025266172977008873	0.040837826829047394	0.04069855165781955	0.07692307692307693	0.05144497711636402	0.07692307692307693	0.10285675131323094	0.10438965788466585	0.11828912999404162	0.11982203656547652	0.11499680817198246	0.12903555545258608	0.130568462024021	0.13042918685279314	0.14117561231133763	0.43233270488651143	0.43233620815043067	0.43555781115332864	0.43709071772476354	0.4509901898341393	0.4525230964055742	0.44769786801208017	0.4617366152926838	0.4632695218641187	0.4631302466928908	0.4738766721514353
Burmeister@Berlin_Institute_of_Technology.de	 Burmeister@Berln_Institute_of_Technologyde	0.027576161315836876	0.028802486572984797	0.06639580550649044	0.06762213076363835	0.0372882068028381	0.09374921099879421	0.07610785099349165	0.045454545454545456	0.10223493122864752	0.045454545454545456	0.11730679651081047	0.1185331217679584	0.15612644070146403	0.15735276595861195	0.1270188419978117	0.1822535209366199	0.1834798461937678	0.16583848618846525	0.19196556642362111	0.4323347226547207	0.4323586192294144	0.4500078563509082	0.45123418160805606	0.4888275005415617	0.49005382579870965	0.4597199018379094	0.5149545807767175	0.5161809060338655	0.49853954602856293	0.5246666262637187
